file,line,category,language_hint,text
alrajhi_client/views/widgets/audit_log_widget.py,157,ui_candidate,arabic,تعديل وحدات
alrajhi_client/views/widgets/audit_log_widget.py,157,ui_candidate,arabic,ترحيل
alrajhi_client/views/widgets/audit_log_widget.py,157,ui_candidate,arabic,عكس
alrajhi_client/views/widgets/audit_log_widget.py,158,ui_candidate,arabic,تسجيل دخول
alrajhi_client/views/widgets/audit_log_widget.py,158,ui_candidate,arabic,تسجيل خروج
alrajhi_client/views/widgets/audit_log_widget.py,177,ui_candidate,arabic,تفاصيل سجل التدقيق
alrajhi_client/views/widgets/audit_log_widget.py,184,ui_candidate,arabic,إغلاق
alrajhi_client/views/widgets/audit_log_widget.py,194,ui_candidate,arabic,تأكيد الحذف
alrajhi_client/views/widgets/audit_log_widget.py,194,ui_candidate,arabic,هل أنت متأكد من حذف جميع السجلات الأقدم من 90 يوماً؟ لا يمكن التراجع.
alrajhi_client/views/widgets/audit_log_widget.py,31,ui_candidate,arabic,إنشاء
alrajhi_client/views/widgets/audit_log_widget.py,31,ui_candidate,arabic,تعديل
alrajhi_client/views/widgets/audit_log_widget.py,31,ui_candidate,arabic,حذف/أرشفة
alrajhi_client/views/widgets/audit_log_widget.py,32,ui_candidate,arabic,حذف
alrajhi_client/views/widgets/audit_log_widget.py,32,ui_candidate,arabic,تعديل وحدات
alrajhi_client/views/widgets/audit_log_widget.py,32,ui_candidate,arabic,ترحيل
alrajhi_client/views/widgets/audit_log_widget.py,33,ui_candidate,arabic,عكس
alrajhi_client/views/widgets/audit_log_widget.py,33,ui_candidate,arabic,تسجيل دخول
alrajhi_client/views/widgets/audit_log_widget.py,33,ui_candidate,arabic,تسجيل خروج
alrajhi_client/views/widgets/audit_log_widget.py,39,ui_candidate,arabic,فواتير البيع
alrajhi_client/views/widgets/audit_log_widget.py,39,ui_candidate,arabic,فواتير الشراء
alrajhi_client/views/widgets/audit_log_widget.py,40,ui_candidate,arabic,المواد
alrajhi_client/views/widgets/audit_log_widget.py,40,ui_candidate,arabic,التصنيفات
alrajhi_client/views/widgets/audit_log_widget.py,40,ui_candidate,arabic,العملاء
alrajhi_client/views/widgets/audit_log_widget.py,41,ui_candidate,arabic,الموردون
alrajhi_client/views/widgets/audit_log_widget.py,41,ui_candidate,arabic,السندات
alrajhi_client/views/widgets/audit_log_widget.py,41,ui_candidate,arabic,المصاريف
alrajhi_client/views/widgets/audit_log_widget.py,54,ui_candidate,arabic,المستخدم:
alrajhi_client/views/widgets/audit_log_widget.py,56,ui_candidate,arabic,العملية:
alrajhi_client/views/widgets/audit_log_widget.py,58,ui_candidate,arabic,الكيان:
alrajhi_client/views/widgets/audit_log_widget.py,60,ui_candidate,arabic,بحث:
alrajhi_client/views/widgets/audit_log_widget.py,62,ui_candidate,arabic,من تاريخ:
alrajhi_client/views/widgets/audit_log_widget.py,64,ui_candidate,arabic,إلى تاريخ:
alrajhi_client/views/widgets/audit_log_widget.py,149,ui_candidate,arabic,الصفحة
alrajhi_client/views/widgets/audit_log_widget.py,149,ui_candidate,arabic,من
alrajhi_client/views/widgets/audit_log_widget.py,198,ui_candidate,arabic,تم حذف السجلات القديمة
alrajhi_client/views/widgets/audit_log_widget.py,116,ui_candidate,arabic,سجل التدقيق
alrajhi_client/views/widgets/base_widget.py,13,ui_candidate,arabic,العنصر
alrajhi_client/views/widgets/base_widget.py,14,ui_candidate,arabic,بحث...
alrajhi_client/views/widgets/base_widget.py,130,ui_candidate,arabic,العنصر
alrajhi_client/views/widgets/base_widget.py,94,ui_candidate,arabic,السابق
alrajhi_client/views/widgets/base_widget.py,96,ui_candidate,arabic,التالي
alrajhi_client/views/widgets/base_widget.py,188,ui_candidate,arabic,عرض
alrajhi_client/views/widgets/base_widget.py,188,ui_candidate,arabic,من أصل
alrajhi_client/views/widgets/base_widget.py,188,ui_candidate,arabic,سجل
alrajhi_client/views/widgets/base_widget.py,190,ui_candidate,arabic,عرض
alrajhi_client/views/widgets/base_widget.py,190,ui_candidate,arabic,من أصل
alrajhi_client/views/widgets/base_widget.py,190,ui_candidate,arabic,سجل
alrajhi_client/views/widgets/base_widget.py,213,ui_candidate,arabic,هذه الميزة غير متوفرة حالياً
alrajhi_client/views/widgets/base_widget.py,219,ui_candidate,arabic,هذه الميزة غير متوفرة حالياً
alrajhi_client/views/widgets/base_widget.py,152,ui_candidate,arabic,الصفحة
alrajhi_client/views/widgets/base_widget.py,152,ui_candidate,arabic,من
alrajhi_client/views/widgets/base_widget.py,162,ui_candidate,arabic,تعذر التحديث: الخادم غير متصل
alrajhi_client/views/widgets/base_widget.py,164,ui_candidate,arabic,تعذر التحديث: الخادم غير متصل
alrajhi_client/views/widgets/categories_widget.py,24,ui_candidate,arabic,🏷️ التصنيفات
alrajhi_client/views/widgets/categories_widget.py,24,ui_candidate,arabic,تنظيم المواد ضمن مجموعات واضحة
alrajhi_client/views/widgets/categories_widget.py,34,ui_candidate,arabic,بحث في التصنيفات...
alrajhi_client/views/widgets/categories_widget.py,36,ui_candidate,arabic,إظهار المؤرشف
alrajhi_client/views/widgets/categories_widget.py,38,ui_candidate,arabic,➕ تصنيف جديد
alrajhi_client/views/widgets/categories_widget.py,54,ui_candidate,arabic,ملاحظة: التصنيف يمكن أن يحتوي تصنيفات فرعية. الأرشفة ممنوعة إذا كان مرتبطاً بمواد أو بتصنيفات فرعية نشطة.
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,المسار
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,الأب
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,عدد المواد
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,فرعية
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/categories_widget.py,80,ui_candidate,arabic,الوصف
alrajhi_client/views/widgets/categories_widget.py,103,ui_candidate,arabic,اسم التصنيف
alrajhi_client/views/widgets/categories_widget.py,105,ui_candidate,arabic,بدون أب
alrajhi_client/views/widgets/categories_widget.py,111,ui_candidate,arabic,وصف مختصر اختياري
alrajhi_client/views/widgets/categories_widget.py,113,ui_candidate,arabic,نشط
alrajhi_client/views/widgets/categories_widget.py,126,ui_candidate,arabic,الاسم:
alrajhi_client/views/widgets/categories_widget.py,127,ui_candidate,arabic,التصنيف الأب:
alrajhi_client/views/widgets/categories_widget.py,128,ui_candidate,arabic,الوصف:
alrajhi_client/views/widgets/categories_widget.py,132,ui_candidate,arabic,حفظ
alrajhi_client/views/widgets/categories_widget.py,134,ui_candidate,arabic,إلغاء
alrajhi_client/views/widgets/categories_widget.py,164,ui_candidate,arabic,إضافة تصنيف
alrajhi_client/views/widgets/categories_widget.py,183,ui_candidate,arabic,تعديل تصنيف
alrajhi_client/views/widgets/categories_widget.py,198,ui_candidate,arabic,تأكيد الأرشفة
alrajhi_client/views/widgets/categories_widget.py,198,ui_candidate,arabic,هل تريد أرشفة هذا التصنيف؟
alrajhi_client/views/widgets/categories_widget.py,222,ui_candidate,arabic,تعديل
alrajhi_client/views/widgets/categories_widget.py,223,ui_candidate,arabic,أرشفة
alrajhi_client/views/widgets/categories_widget.py,224,ui_candidate,arabic,استعادة
alrajhi_client/views/widgets/categories_widget.py,41,ui_candidate,arabic,التصنيفات
alrajhi_client/views/widgets/categories_widget.py,169,ui_candidate,arabic,تمت إضافة التصنيف
alrajhi_client/views/widgets/categories_widget.py,177,ui_candidate,arabic,اختر تصنيفاً أولاً
alrajhi_client/views/widgets/categories_widget.py,181,ui_candidate,arabic,التصنيف غير موجود
alrajhi_client/views/widgets/categories_widget.py,188,ui_candidate,arabic,تم تحديث التصنيف
alrajhi_client/views/widgets/categories_widget.py,196,ui_candidate,arabic,اختر تصنيفاً أولاً
alrajhi_client/views/widgets/categories_widget.py,203,ui_candidate,arabic,تمت أرشفة التصنيف
alrajhi_client/views/widgets/categories_widget.py,211,ui_candidate,arabic,اختر تصنيفاً أولاً
alrajhi_client/views/widgets/categories_widget.py,215,ui_candidate,arabic,تمت استعادة التصنيف
alrajhi_client/views/widgets/categories_widget.py,144,ui_candidate,arabic,اسم التصنيف مطلوب
alrajhi_client/views/widgets/categories_widget.py,77,ui_candidate,arabic,مؤرشف
alrajhi_client/views/widgets/categories_widget.py,77,ui_candidate,arabic,نشط
alrajhi_client/views/widgets/modern_ui.py,220,ui_candidate,arabic,حفظ
alrajhi_client/views/widgets/modern_ui.py,220,ui_candidate,arabic,إضافة
alrajhi_client/views/widgets/modern_ui.py,220,ui_candidate,arabic,جديد
alrajhi_client/views/widgets/modern_ui.py,220,ui_candidate,arabic,إنشاء
alrajhi_client/views/widgets/modern_ui.py,222,ui_candidate,arabic,حذف
alrajhi_client/views/widgets/modern_ui.py,222,ui_candidate,arabic,أرشفة
alrajhi_client/views/widgets/modern_ui.py,222,ui_candidate,arabic,إلغاء
alrajhi_client/views/widgets/modern_ui.py,223,ui_candidate,arabic,حذف
alrajhi_client/views/widgets/modern_ui.py,223,ui_candidate,arabic,أرشفة
alrajhi_client/views/widgets/reports_widget.py,370,ui_candidate,arabic,إجمالي الإيرادات
alrajhi_client/views/widgets/reports_widget.py,377,ui_candidate,arabic,إجمالي المصروفات
alrajhi_client/views/widgets/reports_widget.py,378,ui_candidate,arabic,صافي الربح
alrajhi_client/views/widgets/reports_widget.py,388,ui_candidate,arabic,إجمالي الأصول
alrajhi_client/views/widgets/reports_widget.py,389,ui_candidate,arabic,الحساب
alrajhi_client/views/widgets/reports_widget.py,389,ui_candidate,arabic,المبلغ
alrajhi_client/views/widgets/reports_widget.py,404,ui_candidate,arabic,إجمالي قيمة المخزون:
alrajhi_client/views/widgets/reports_widget.py,405,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,405,ui_candidate,arabic,عدد المواد
alrajhi_client/views/widgets/reports_widget.py,405,ui_candidate,arabic,إجمالي الكميات
alrajhi_client/views/widgets/reports_widget.py,405,ui_candidate,arabic,قيمة المخزون
alrajhi_client/views/widgets/reports_widget.py,423,ui_candidate,arabic,عدد السجلات:
alrajhi_client/views/widgets/reports_widget.py,423,ui_candidate,arabic,| إجمالي القيمة:
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,الباركود
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,الكمية
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,الوحدة
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,متوسط التكلفة
alrajhi_client/views/widgets/reports_widget.py,424,ui_candidate,arabic,قيمة المخزون
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,الكمية
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,التكلفة
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,438,ui_candidate,arabic,ملاحظات
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,رقم التحويل
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,من
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,إلى
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,الكمية
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,454,ui_candidate,arabic,ملاحظات
alrajhi_client/views/widgets/reports_widget.py,464,ui_candidate,arabic,الصناديق:
alrajhi_client/views/widgets/reports_widget.py,464,ui_candidate,arabic,| البنوك:
alrajhi_client/views/widgets/reports_widget.py,464,ui_candidate,arabic,| الإجمالي المتاح:
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,الفرع
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,الاسم
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,الرقم/الكود
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,487,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,الفرع
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,الصندوق
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,الاتجاه
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,المبلغ
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,504,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,الفرع
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,الحساب البنكي
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,الاتجاه
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,المبلغ
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,521,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الفرع
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الصندوق
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الفتح
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الإغلاق
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,افتتاحي
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,نقد
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,بطاقة
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,متوقع
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,فعلي
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الفرق
alrajhi_client/views/widgets/reports_widget.py,539,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,470,ui_candidate,arabic,صندوق
alrajhi_client/views/widgets/reports_widget.py,480,ui_candidate,arabic,بنك
alrajhi_client/views/widgets/reports_widget.py,543,ui_candidate,arabic,قبض
alrajhi_client/views/widgets/reports_widget.py,544,ui_candidate,arabic,دفع
alrajhi_client/views/widgets/reports_widget.py,545,ui_candidate,arabic,مصروف
alrajhi_client/views/widgets/reports_widget.py,546,ui_candidate,mixed_ar_latin,بيع POS نقدي
alrajhi_client/views/widgets/reports_widget.py,547,ui_candidate,mixed_ar_latin,بيع POS بطاقة
alrajhi_client/views/widgets/reports_widget.py,548,ui_candidate,arabic,تحويل نقدي
alrajhi_client/views/widgets/reports_widget.py,549,ui_candidate,arabic,إيداع بنكي
alrajhi_client/views/widgets/reports_widget.py,550,ui_candidate,arabic,سحب بنكي
alrajhi_client/views/widgets/reports_widget.py,555,ui_candidate,arabic,ترحيل افتتاحي
alrajhi_client/views/widgets/reports_widget.py,556,ui_candidate,arabic,افتتاحي
alrajhi_client/views/widgets/reports_widget.py,557,ui_candidate,arabic,صرف فاتورة بيع
alrajhi_client/views/widgets/reports_widget.py,558,ui_candidate,arabic,استلام فاتورة شراء
alrajhi_client/views/widgets/reports_widget.py,559,ui_candidate,arabic,تحويل صادر
alrajhi_client/views/widgets/reports_widget.py,560,ui_candidate,arabic,تحويل وارد
alrajhi_client/views/widgets/reports_widget.py,561,ui_candidate,arabic,إلغاء تحويل صادر
alrajhi_client/views/widgets/reports_widget.py,562,ui_candidate,arabic,إلغاء تحويل وارد
alrajhi_client/views/widgets/reports_widget.py,563,ui_candidate,arabic,استهلاك إنتاج
alrajhi_client/views/widgets/reports_widget.py,564,ui_candidate,arabic,إنتاج وارد
alrajhi_client/views/widgets/reports_widget.py,565,ui_candidate,arabic,تسوية
alrajhi_client/views/widgets/reports_widget.py,609,ui_candidate,arabic,الحساب
alrajhi_client/views/widgets/reports_widget.py,609,ui_candidate,arabic,الكود
alrajhi_client/views/widgets/reports_widget.py,609,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,609,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,609,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,630,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,651,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,661,ui_candidate,arabic,العميل
alrajhi_client/views/widgets/reports_widget.py,661,ui_candidate,arabic,الهاتف
alrajhi_client/views/widgets/reports_widget.py,661,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,669,ui_candidate,arabic,المورد
alrajhi_client/views/widgets/reports_widget.py,669,ui_candidate,arabic,الهاتف
alrajhi_client/views/widgets/reports_widget.py,669,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,686,ui_candidate,arabic,العميل
alrajhi_client/views/widgets/reports_widget.py,686,ui_candidate,arabic,حالي
alrajhi_client/views/widgets/reports_widget.py,686,ui_candidate,arabic,الإجمالي
alrajhi_client/views/widgets/reports_widget.py,701,ui_candidate,arabic,المورد
alrajhi_client/views/widgets/reports_widget.py,701,ui_candidate,arabic,حالي
alrajhi_client/views/widgets/reports_widget.py,701,ui_candidate,arabic,الإجمالي
alrajhi_client/views/widgets/reports_widget.py,723,ui_candidate,arabic,النطاق
alrajhi_client/views/widgets/reports_widget.py,723,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,723,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,723,ui_candidate,arabic,التشغيلي
alrajhi_client/views/widgets/reports_widget.py,723,ui_candidate,arabic,الفرق
alrajhi_client/views/widgets/reports_widget.py,737,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,737,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,737,ui_candidate,arabic,التشغيلي
alrajhi_client/views/widgets/reports_widget.py,737,ui_candidate,arabic,الفرق
alrajhi_client/views/widgets/reports_widget.py,737,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,746,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,746,ui_candidate,arabic,الرسالة
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,الطريقة
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,المسار
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,المحاولات
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,الخطأ
alrajhi_client/views/widgets/reports_widget.py,766,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,784,ui_candidate,arabic,سليم
alrajhi_client/views/widgets/reports_widget.py,451,ui_candidate,arabic,ملغى
alrajhi_client/views/widgets/reports_widget.py,451,ui_candidate,arabic,نشط
alrajhi_client/views/widgets/reports_widget.py,475,ui_candidate,arabic,نشط
alrajhi_client/views/widgets/reports_widget.py,475,ui_candidate,arabic,مؤرشف
alrajhi_client/views/widgets/reports_widget.py,485,ui_candidate,arabic,نشط
alrajhi_client/views/widgets/reports_widget.py,485,ui_candidate,arabic,مؤرشف
alrajhi_client/views/widgets/reports_widget.py,499,ui_candidate,arabic,داخل
alrajhi_client/views/widgets/reports_widget.py,499,ui_candidate,arabic,خارج
alrajhi_client/views/widgets/reports_widget.py,516,ui_candidate,arabic,داخل
alrajhi_client/views/widgets/reports_widget.py,516,ui_candidate,arabic,خارج
alrajhi_client/views/widgets/reports_widget.py,537,ui_candidate,arabic,مفتوحة
alrajhi_client/views/widgets/reports_widget.py,537,ui_candidate,arabic,مغلقة
alrajhi_client/views/widgets/reports_widget.py,611,ui_candidate,arabic,الحساب
alrajhi_client/views/widgets/reports_widget.py,611,ui_candidate,arabic,الكود
alrajhi_client/views/widgets/reports_widget.py,611,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,611,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,611,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,632,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,المرجع
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,البيان
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,مدين
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,دائن
alrajhi_client/views/widgets/reports_widget.py,653,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,663,ui_candidate,arabic,العميل
alrajhi_client/views/widgets/reports_widget.py,663,ui_candidate,arabic,الهاتف
alrajhi_client/views/widgets/reports_widget.py,663,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,671,ui_candidate,arabic,المورد
alrajhi_client/views/widgets/reports_widget.py,671,ui_candidate,arabic,الهاتف
alrajhi_client/views/widgets/reports_widget.py,671,ui_candidate,arabic,الرصيد
alrajhi_client/views/widgets/reports_widget.py,688,ui_candidate,arabic,العميل
alrajhi_client/views/widgets/reports_widget.py,688,ui_candidate,arabic,حالي
alrajhi_client/views/widgets/reports_widget.py,688,ui_candidate,arabic,الإجمالي
alrajhi_client/views/widgets/reports_widget.py,703,ui_candidate,arabic,المورد
alrajhi_client/views/widgets/reports_widget.py,703,ui_candidate,arabic,حالي
alrajhi_client/views/widgets/reports_widget.py,703,ui_candidate,arabic,الإجمالي
alrajhi_client/views/widgets/reports_widget.py,745,ui_candidate,arabic,القرار
alrajhi_client/views/widgets/reports_widget.py,748,ui_candidate,arabic,النطاق
alrajhi_client/views/widgets/reports_widget.py,748,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,748,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,748,ui_candidate,arabic,التشغيلي
alrajhi_client/views/widgets/reports_widget.py,748,ui_candidate,arabic,الفرق
alrajhi_client/views/widgets/reports_widget.py,749,ui_candidate,arabic,المادة
alrajhi_client/views/widgets/reports_widget.py,749,ui_candidate,arabic,المستودع
alrajhi_client/views/widgets/reports_widget.py,749,ui_candidate,arabic,التشغيلي
alrajhi_client/views/widgets/reports_widget.py,749,ui_candidate,arabic,الفرق
alrajhi_client/views/widgets/reports_widget.py,749,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,750,ui_candidate,arabic,النوع
alrajhi_client/views/widgets/reports_widget.py,750,ui_candidate,arabic,الرسالة
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,الطريقة
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,المسار
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,الحالة
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,المحاولات
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,الخطأ
alrajhi_client/views/widgets/reports_widget.py,768,ui_candidate,arabic,التاريخ
alrajhi_client/views/widgets/reports_widget.py,786,ui_candidate,arabic,اسم وحدة فارغ
alrajhi_client/views/widgets/reports_widget.py,778,ui_candidate,arabic,لا توجد وحدات فرعية
alrajhi_client/views/widgets/reports_widget.py,788,ui_candidate,arabic,وحدة مكررة
alrajhi_client/views/widgets/reports_widget.py,735,ui_candidate,arabic,مطابق
alrajhi_client/views/widgets/reports_widget.py,735,ui_candidate,arabic,فرق
alrajhi_client/views/widgets/reports_widget.py,743,ui_candidate,arabic,مانع
alrajhi_client/views/widgets/reports_widget.py,743,ui_candidate,arabic,تحذير
alrajhi_client/views/widgets/reports_widget.py,745,ui_candidate,arabic,جاهز للقراءة المزدوجة
alrajhi_client/views/widgets/reports_widget.py,745,ui_candidate,arabic,غير جاهز
alrajhi_client/views/widgets/reports_widget.py,790,ui_candidate,arabic,معامل غير صالح
alrajhi_client/views/widgets/users_widget.py,28,ui_candidate,arabic,➕ إضافة مستخدم
alrajhi_client/views/widgets/users_widget.py,41,ui_candidate,arabic,السابق
alrajhi_client/views/widgets/users_widget.py,43,ui_candidate,arabic,التالي
alrajhi_client/views/widgets/users_widget.py,52,ui_candidate,arabic,👤 المستخدمون والصلاحيات
alrajhi_client/views/widgets/users_widget.py,52,ui_candidate,arabic,إدارة الحسابات والأدوار وحالة التفعيل
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,اسم المستخدم
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,الاسم الكامل
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,الصلاحية
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,الفرع
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,تاريخ التسجيل
alrajhi_client/views/widgets/users_widget.py,79,ui_candidate,arabic,آخر دخول
alrajhi_client/views/widgets/users_widget.py,128,ui_candidate,arabic,اسم المستخدم:
alrajhi_client/views/widgets/users_widget.py,131,ui_candidate,arabic,الاسم الكامل:
alrajhi_client/views/widgets/users_widget.py,135,ui_candidate,arabic,الصلاحية:
